Query,True EC,Predicted EC,Exact Match,First Number Match,First Number
Q53H76,['3.1.1.-'],No EC number found,False,False,No EC number found
Q1MJ95,['2.4.1.-'],No EC number found,False,False,No EC number found
P17735,['2.6.1.5'],No EC number found,False,False,No EC number found
Q6BP97,['2.3.1.225'],2.3.1.225,True,True,2
Q4P9E5,['3.6.4.13'],No EC number found,False,False,No EC number found
Q8TW29,['4.2.1.33'],No EC number found,False,False,No EC number found
Q6CR06,['3.4.21.-'],No EC number found,False,False,No EC number found
Q6FJ14,['1.3.1.89'],No EC number found,False,False,No EC number found
P56456,['6.1.1.5'],No EC number found,False,False,No EC number found
C0ZGF5,['4.1.1.50'],No EC number found,False,False,No EC number found
P32375,['3.5.2.5'],No EC number found,False,False,No EC number found
P10581,['2.7.7.6'],2.7.7.6,True,True,2
P06214,['4.2.1.24'],No EC number found,False,False,No EC number found
Q89W71,['2.5.1.7'],No EC number found,False,False,No EC number found
Q9NR19,['6.2.1.1'],No EC number found,False,False,No EC number found
Q7NHH9,['6.1.1.21'],No EC number found,False,False,No EC number found
P29803,['1.2.4.1'],No EC number found,False,False,No EC number found
A0R2W9,['3.5.1.115'],No EC number found,False,False,No EC number found
Q9KAV6,['3.1.11.-'],No EC number found,False,False,No EC number found
Q4A5G1,['5.2.1.8'],5.2.1.8,True,True,5
Q5AL27,['2.3.1.225'],No EC number found,False,False,No EC number found
Q9ZAE8,['4.2.1.46'],No EC number found,False,False,No EC number found
E7FI45,['6.2.1.13'],No EC number found,False,False,No EC number found
A7RDN6,['1.6.3.5'],No EC number found,False,False,No EC number found
Q9VH90,['3.4.19.12'],No EC number found,False,False,No EC number found
Q02075,['1.10.3.2'],No EC number found,False,False,No EC number found
P62644,['3.1.1.61'],No EC number found,False,False,No EC number found
Q6ABX9,['2.3.1.12'],No EC number found,False,False,No EC number found
P23307,['1.4.1.20'],No EC number found,False,False,No EC number found
Q9P7G4,['3.4.24.-'],No EC number found,False,False,No EC number found
P57054,['2.4.1.198'],No EC number found,False,False,No EC number found
P18126,['3.2.1.4'],No EC number found,False,False,No EC number found
P0C9D5,['2.7.7.19'],2.7.7.19,True,True,2
Q5AJX2,['1.14.19.17'],No EC number found,False,False,No EC number found
P42177,['1.7.99.4'],No EC number found,False,False,No EC number found
P11408,['2.1.1.37'],No EC number found,False,False,No EC number found
P58251,['6.3.5.-'],No EC number found,False,False,No EC number found
P11387,['5.99.1.2'],No EC number found,False,False,No EC number found
Q9KWK4,['2.3.1.-'],No EC number found,False,False,No EC number found
Q557H7,['3.4.22.-'],3.4.22.-,True,True,3
A0AFT8,['1.14.14.18'],No EC number found,False,False,No EC number found
Q9M9H6,['2.7.1.32'],No EC number found,False,False,No EC number found
P53695,['3.1.-.-'],No EC number found,False,False,No EC number found
A2YW91,['3.1.1.-'],No EC number found,False,False,No EC number found
P37747,['5.4.99.9'],No EC number found,False,False,No EC number found
A8F7W0,['4.2.1.126'],No EC number found,False,False,No EC number found
Q73NM2,['2.1.1.33'],No EC number found,False,False,No EC number found
Q8DLJ7,['4.2.1.10'],No EC number found,False,False,No EC number found
Q70KF8,['1.3.5.1'],No EC number found,False,False,No EC number found
P19485,['4.6.1.1'],No EC number found,False,False,No EC number found
B9KZR0,['6.1.1.10'],No EC number found,False,False,No EC number found
A0KIZ1,['3.2.2.9'],No EC number found,False,False,No EC number found
Q56774,['2.4.1.252'],No EC number found,False,False,No EC number found
Q99MR8,['6.4.1.4'],No EC number found,False,False,No EC number found
Q9HQ46,['4.1.99.3'],No EC number found,False,False,No EC number found
P95272,['3.1.-.-'],No EC number found,False,False,No EC number found
Q9KHV6,['3.1.21.4'],No EC number found,False,False,No EC number found
Q1IP54,['2.3.1.-'],No EC number found,False,False,No EC number found
O24924,['4.2.3.1'],No EC number found,False,False,No EC number found
O25728,['3.5.2.6'],No EC number found,False,False,No EC number found
O69782,['4.-.-.-'],4.3.3.7,False,True,4
O07561,['1.14.13.-'],No EC number found,False,False,No EC number found
O80792,['3.6.4.13'],No EC number found,False,False,No EC number found
Q9CCF0,['1.9.3.1'],No EC number found,False,False,No EC number found
Q8Y0K4,['4.1.99.22'],No EC number found,False,False,No EC number found
Q0AU48,['2.1.1.177'],No EC number found,False,False,No EC number found
B1L3X7,['6.3.4.23'],No EC number found,False,False,No EC number found
Q8X8U9,['2.7.8.26'],No EC number found,False,False,No EC number found
Q6N453,['2.1.1.242'],No EC number found,False,False,No EC number found
Q5B7Z3,['4.2.2.2'],No EC number found,False,False,No EC number found
A1L1C2,['3.1.-.-'],No EC number found,False,False,No EC number found
Q51553,['2.4.1.-'],No EC number found,False,False,No EC number found
Q42572,['6.5.1.1'],No EC number found,False,False,No EC number found
Q5SLP1,['3.1.-.-'],No EC number found,False,False,No EC number found
Q8Y491,['5.3.2.-'],No EC number found,False,False,No EC number found
Q9UU82,['2.3.1.26'],No EC number found,False,False,No EC number found
Q5NRF0,['3.5.1.44'],No EC number found,False,False,No EC number found
P10964,['2.7.7.6'],No EC number found,False,False,No EC number found
Q680A5,['2.7.6.1'],No EC number found,False,False,No EC number found
Q3A2Y7,['3.6.1.9'],No EC number found,False,False,No EC number found
Q1IHK7,['4.3.99.3'],No EC number found,False,False,No EC number found
P49983,['2.7.4.3'],No EC number found,False,False,No EC number found
Q97D55,['4.3.99.3'],No EC number found,False,False,No EC number found
Q23K29,['6.3.2.-'],6.3.2.-,True,True,6
Q0BZU8,['3.1.-.-'],No EC number found,False,False,No EC number found
Q5AYH8,['3.2.1.21'],No EC number found,False,False,No EC number found
A0LDB5,['4.3.3.7'],No EC number found,False,False,No EC number found
P24366,['2.7.11.-'],No EC number found,False,False,No EC number found
O42873,['4.1.1.1'],No EC number found,False,False,No EC number found
Q03EY1,['6.3.2.9'],No EC number found,False,False,No EC number found
Q8XJX0,['3.5.1.88'],No EC number found,False,False,No EC number found
A5UTG1,['5.1.1.3'],No EC number found,False,False,No EC number found
P32863,['3.6.4.-'],No EC number found,False,False,No EC number found
A5HBL2,['2.1.1.224'],No EC number found,False,False,No EC number found
P14900,['6.3.2.9'],No EC number found,False,False,No EC number found
Q4L980,['3.2.-.-'],No EC number found,False,False,No EC number found
Q5HJT5,['1.3.1.-'],No EC number found,False,False,No EC number found
Q54KT7,['3.6.4.12'],No EC number found,False,False,No EC number found
Q5GRW9,['3.6.5.n1'],No EC number found,False,False,No EC number found
P9WFH1,['2.1.1.-'],No EC number found,False,False,No EC number found
A9WBS1,['3.1.1.29'],No EC number found,False,False,No EC number found
Q9PFV5,['2.1.1.198'],No EC number found,False,False,No EC number found
Q4WXZ5,['3.1.27.1'],No EC number found,False,False,No EC number found
O51535,['2.3.1.8'],No EC number found,False,False,No EC number found
A8EVN0,['1.2.1.41'],No EC number found,False,False,No EC number found
A8KRL3,['3.5.99.2'],No EC number found,False,False,No EC number found
P08980,['1.10.9.1'],No EC number found,False,False,No EC number found
A8Y3H3,['2.4.1.-'],2.4.1.-,True,True,2
O14159,['2.7.1.91'],No EC number found,False,False,No EC number found
P63493,['3.5.1.4'],No EC number found,False,False,No EC number found
Q55185,['2.7.8.-'],No EC number found,False,False,No EC number found
B0JR14,['2.4.2.7'],No EC number found,False,False,No EC number found
O33819,['1.3.7.9'],No EC number found,False,False,No EC number found
Q8YI91,['2.1.1.144'],No EC number found,False,False,No EC number found
Q6MMY3,['3.1.-.-'],No EC number found,False,False,No EC number found
Q8WXB1,['2.1.1.-'],No EC number found,False,False,No EC number found
Q2W0H5,['6.3.2.9'],No EC number found,False,False,No EC number found
Q5WGA4,['6.3.2.1'],No EC number found,False,False,No EC number found
Q67KP0,['1.6.5.11'],No EC number found,False,False,No EC number found
Q9C5G5,['3.1.3.-'],No EC number found,False,False,No EC number found
A4XL21,['5.3.1.16'],No EC number found,False,False,No EC number found
P42781,['3.4.21.-'],No EC number found,False,False,No EC number found
Q6CC39,['5.4.99.-'],No EC number found,False,False,No EC number found
Q8BK48,['3.1.1.88'],No EC number found,False,False,No EC number found
O14138,['2.1.1.320'],2.1.1.320,True,True,2
O13597,['1.3.1.70'],No EC number found,False,False,No EC number found
P42660,['3.4.16.-'],No EC number found,False,False,No EC number found
Q8M9Y1,['6.3.4.19'],6.3.4.19,True,True,6
Q89B11,['2.3.1.30'],No EC number found,False,False,No EC number found
Q9K715,['5.3.1.1'],No EC number found,False,False,No EC number found
Q5K027,['2.4.99.1'],No EC number found,False,False,No EC number found
Q97IC4,['2.1.1.192'],No EC number found,False,False,No EC number found
Q4ZV73,['3.6.3.-'],No EC number found,False,False,No EC number found
P37893,['3.4.11.2'],No EC number found,False,False,No EC number found
P91416,['1.13.11.-'],No EC number found,False,False,No EC number found
P54977,['2.5.1.-'],No EC number found,False,False,No EC number found
B1MKD8,['3.1.1.29'],No EC number found,False,False,No EC number found
P0CN89,['2.4.1.141'],No EC number found,False,False,No EC number found
Q4JAQ2,['2.7.2.-'],No EC number found,False,False,No EC number found
Q8TKK3,['3.6.1.15'],No EC number found,False,False,No EC number found
Q9WTP7,['2.7.4.10'],No EC number found,False,False,No EC number found
Q89AF3,['5.4.2.10'],No EC number found,False,False,No EC number found
O31513,['2.3.1.-'],No EC number found,False,False,No EC number found
Q23023,['2.7.11.1'],No EC number found,False,False,No EC number found
P79046,['3.2.1.8'],No EC number found,False,False,No EC number found
Q6Z2T8,['2.4.1.21'],No EC number found,False,False,No EC number found
Q8IYU2,['2.3.2.26'],No EC number found,False,False,No EC number found
A1R996,['2.2.1.9'],No EC number found,False,False,No EC number found
Q9SD46,['1.11.1.7'],No EC number found,False,False,No EC number found
P52664,['3.5.2.6'],No EC number found,False,False,No EC number found
P19729,['1.14.13.7'],No EC number found,False,False,No EC number found
Q93CE9,['3.4.21.-'],No EC number found,False,False,No EC number found
Q9RRJ1,['2.7.4.6'],No EC number found,False,False,No EC number found
Q6MW51,['2.5.1.61'],No EC number found,False,False,No EC number found
Q89DC5,['2.7.1.130'],No EC number found,False,False,No EC number found
P94281,['5.99.1.3'],No EC number found,False,False,No EC number found
Q9SAH3,['2.7.11.1'],No EC number found,False,False,No EC number found
Q94F88,['2.1.1.37'],No EC number found,False,False,No EC number found
Q03101,['4.6.1.1'],No EC number found,False,False,No EC number found
Q9Y4R7,['6.3.2.-'],No EC number found,False,False,No EC number found
A8G3K7,['4.2.1.96'],No EC number found,False,False,No EC number found
Q94FY7,['5.5.1.24'],No EC number found,False,False,No EC number found
Q02001,['4.1.3.27'],No EC number found,False,False,No EC number found
Q58773,['6.3.5.5'],No EC number found,False,False,No EC number found
P52497,['2.7.11.1'],No EC number found,False,False,No EC number found
P31049,['2.1.1.-'],No EC number found,False,False,No EC number found
Q5B2G3,['3.1.1.73'],No EC number found,False,False,No EC number found
Q50976,['3.1.21.4'],No EC number found,False,False,No EC number found
Q8RXD9,['2.4.1.25'],No EC number found,False,False,No EC number found
Q06209,['3.2.1.14'],No EC number found,False,False,No EC number found
B0RZQ3,['5.1.99.6'],No EC number found,False,False,No EC number found
P29271,['4.1.2.13'],No EC number found,False,False,No EC number found
B2RIV3,['2.4.2.9'],No EC number found,False,False,No EC number found
P27142,['2.7.4.3'],No EC number found,False,False,No EC number found
Q6CJ38,['3.6.4.12'],No EC number found,False,False,No EC number found
P52664,['3.5.2.6'],No EC number found,False,False,No EC number found
P50939,['1.6.5.11'],No EC number found,False,False,No EC number found
P26509,['3.2.1.15'],No EC number found,False,False,No EC number found
P54934,['1.-.-.-'],No EC number found,False,False,No EC number found
E2E2N7,['4.2.3.100'],No EC number found,False,False,No EC number found
O29108,['6.3.4.13'],No EC number found,False,False,No EC number found
Q3ASD4,['2.1.1.192'],No EC number found,False,False,No EC number found
A1SJN0,['2.7.8.26'],No EC number found,False,False,No EC number found
Q60AB3,['3.6.3.41'],No EC number found,False,False,No EC number found
P21338,['3.1.27.6'],No EC number found,False,False,No EC number found
P11562,['2.8.4.1'],No EC number found,False,False,No EC number found
P56910,['1.6.5.11'],No EC number found,False,False,No EC number found
Q96YV2,['2.7.7.-'],No EC number found,False,False,No EC number found
P71243,['2.4.-.-'],No EC number found,False,False,No EC number found
Q92NI1,['2.5.1.78'],No EC number found,False,False,No EC number found
O58010,['5.1.99.1'],No EC number found,False,False,No EC number found
Q9NI62,['5.2.1.8'],No EC number found,False,False,No EC number found
P09400,['1.-.-.-'],No EC number found,False,False,No EC number found
P16006,['3.5.4.12'],No EC number found,False,False,No EC number found
P04746,['3.2.1.1'],No EC number found,False,False,No EC number found
Q6UDK6,['3.4.21.97'],No EC number found,False,False,No EC number found
Q92ID7,['1.6.5.11'],No EC number found,False,False,No EC number found
Q8H107,['2.3.1.61'],No EC number found,False,False,No EC number found
Q5QYC3,['3.1.-.-'],No EC number found,False,False,No EC number found
Q7NEK2,['4.1.1.37'],No EC number found,False,False,No EC number found
Q3Z9B3,['3.6.4.12'],No EC number found,False,False,No EC number found
P18398,['3.6.3.-'],No EC number found,False,False,No EC number found
Q9SGE9,['6.1.1.20'],No EC number found,False,False,No EC number found
Q680K2,['3.1.3.-'],No EC number found,False,False,No EC number found
Q0QWS4,['4.2.1.146'],No EC number found,False,False,No EC number found
Q55988,['2.7.1.11'],No EC number found,False,False,No EC number found
Q43973,['2.8.3.6'],No EC number found,False,False,No EC number found
P18253,['5.2.1.8'],No EC number found,False,False,No EC number found
A8Z5Q5,['3.1.-.-'],No EC number found,False,False,No EC number found
A0R1X0,['5.1.1.3'],No EC number found,False,False,No EC number found
Q052A1,['4.3.2.1'],No EC number found,False,False,No EC number found
P56985,['5.1.3.2'],No EC number found,False,False,No EC number found
P24174,['2.7.7.13'],No EC number found,False,False,No EC number found
Q2J6X4,['2.7.7.68'],No EC number found,False,False,No EC number found
Q9SZE1,['1.1.1.31'],No EC number found,False,False,No EC number found
A4XA20,['2.3.1.181'],No EC number found,False,False,No EC number found
P10506,['2.7.12.2'],No EC number found,False,False,No EC number found
Q8BG07,['3.1.4.4'],No EC number found,False,False,No EC number found
Q9UJ83,['4.1.-.-'],No EC number found,False,False,No EC number found
Q6FU96,['1.1.1.302'],No EC number found,False,False,No EC number found
O04953,['3.1.1.11'],No EC number found,False,False,No EC number found
A0K2M6,['3.1.26.5'],No EC number found,False,False,No EC number found
C1KVV7,['4.2.1.126'],No EC number found,False,False,No EC number found
O57693,['1.2.1.90'],No EC number found,False,False,No EC number found
P49895,['1.21.99.4'],No EC number found,False,False,No EC number found
Q03D57,['3.1.26.5'],No EC number found,False,False,No EC number found
P14230,['2.1.1.113'],No EC number found,False,False,No EC number found
Q96GJ1,['2.1.1.35'],No EC number found,False,False,No EC number found
Q8ZYE0,['2.7.1.40'],2.7.1.40,True,True,2
Q7VQB8,['1.1.1.25'],No EC number found,False,False,No EC number found
P9WHF4,['2.8.1.1'],No EC number found,False,False,No EC number found
Q3SVI0,['1.2.1.41'],No EC number found,False,False,No EC number found
Q8X7W6,['2.1.1.181'],No EC number found,False,False,No EC number found
Q32KR8,['3.2.2.19'],No EC number found,False,False,No EC number found
Q21355,['2.5.1.18'],No EC number found,False,False,No EC number found
Q65QF1,['2.1.2.9'],No EC number found,False,False,No EC number found
Q6R7H4,['1.17.4.1'],1.17.4.1,True,True,1
Q02189,['1.3.7.2'],No EC number found,False,False,No EC number found
Q9UNE7,['2.3.2.27'],No EC number found,False,False,No EC number found
Q8DR19,['5.3.3.14'],No EC number found,False,False,No EC number found
A1WW18,['2.4.1.21'],No EC number found,False,False,No EC number found
Q8A9J0,['1.1.1.58'],No EC number found,False,False,No EC number found
A9A1F7,['1.4.1.21'],No EC number found,False,False,No EC number found
Q9HKK0,['3.5.4.13'],No EC number found,False,False,No EC number found
A8ZRV0,['5.1.1.1'],No EC number found,False,False,No EC number found
Q54TW8,['1.15.1.1'],No EC number found,False,False,No EC number found
Q68KK0,['3.1.1.32'],3.1.1.32,True,True,3
Q9C566,['5.2.1.8'],No EC number found,False,False,No EC number found
Q9LFD2,['1.10.3.2'],No EC number found,False,False,No EC number found
Q8ZZK5,['6.3.2.6'],No EC number found,False,False,No EC number found
Q85A69,['3.6.3.25'],No EC number found,False,False,No EC number found
Q8EW81,['2.1.1.199'],No EC number found,False,False,No EC number found
C7R1N6,['2.3.1.189'],2.3.1.189,True,True,2
B5CY92,['3.2.1.178'],No EC number found,False,False,No EC number found
Q54UF3,['4.1.1.17'],No EC number found,False,False,No EC number found
Q9ZVM9,['2.7.11.1'],No EC number found,False,False,No EC number found
Q9HJS3,['3.1.21.2'],3.1.21.2,True,True,3
Q3A3B5,['5.4.99.12'],No EC number found,False,False,No EC number found
P9WGA9,['2.1.1.132'],No EC number found,False,False,No EC number found
P74706,['2.7.1.170'],No EC number found,False,False,No EC number found
P0AE54,['1.11.1.15'],No EC number found,False,False,No EC number found
P06214,['4.2.1.24'],No EC number found,False,False,No EC number found
P43558,['3.4.19.12'],No EC number found,False,False,No EC number found
B9F2L1,['2.7.7.3'],No EC number found,False,False,No EC number found
O22886,['4.1.1.37'],No EC number found,False,False,No EC number found
Q9UJ37,['2.4.99.-'],No EC number found,False,False,No EC number found
B8F4V1,['4.2.1.126'],No EC number found,False,False,No EC number found
O97067,['3.1.1.29'],No EC number found,False,False,No EC number found
Q5WDK7,['5.3.1.1'],No EC number found,False,False,No EC number found
P59655,['2.5.1.15'],No EC number found,False,False,No EC number found
O28732,['6.2.1.5'],No EC number found,False,False,No EC number found
P41775,['1.9.3.1'],No EC number found,False,False,No EC number found
Q5LW89,['4.4.1.3'],No EC number found,False,False,No EC number found
Q03E93,['3.1.-.-'],No EC number found,False,False,No EC number found
Q03101,['4.6.1.1'],No EC number found,False,False,No EC number found
O14000,['6.1.1.10'],No EC number found,False,False,No EC number found
Q03DS2,['3.5.3.6'],No EC number found,False,False,No EC number found
Q8RDQ2,['6.3.2.8'],No EC number found,False,False,No EC number found
Q56840,['1.1.1.268'],No EC number found,False,False,No EC number found
Q9ZQA4,['3.1.1.11'],No EC number found,False,False,No EC number found
P42398,['3.1.2.-'],No EC number found,False,False,No EC number found
Q9CCF0,['1.9.3.1'],No EC number found,False,False,No EC number found
Q7URC7,['6.1.1.19'],No EC number found,False,False,No EC number found
Q9NRN9,['2.1.1.-'],No EC number found,False,False,No EC number found
C0QXF2,['6.3.2.8'],No EC number found,False,False,No EC number found
P48626,['1.14.19.-'],No EC number found,False,False,No EC number found
Q88AE9,['1.2.1.8'],No EC number found,False,False,No EC number found
P56096,['2.4.1.129'],No EC number found,False,False,No EC number found
P00333,['1.1.1.1'],No EC number found,False,False,No EC number found
Q5LVN0,['2.7.7.7'],No EC number found,False,False,No EC number found
Q9NRH2,['2.7.11.1'],No EC number found,False,False,No EC number found
A3DDJ2,['4.2.3.4'],No EC number found,False,False,No EC number found
P24465,['1.14.-.-'],No EC number found,False,False,No EC number found
P28776,['1.13.11.52'],No EC number found,False,False,No EC number found
Q9M3B6,['2.7.1.40'],No EC number found,False,False,No EC number found
Q9W0V1,['2.7.11.1'],No EC number found,False,False,No EC number found
O52691,['3.1.21.4'],No EC number found,False,False,No EC number found
B5YHS7,['6.3.5.-'],No EC number found,False,False,No EC number found
O83051,['5.99.1.3'],No EC number found,False,False,No EC number found
Q87YF8,['1.3.1.98'],No EC number found,False,False,No EC number found
P37302,['3.4.11.15'],No EC number found,False,False,No EC number found
Q9HKS7,['6.1.1.22'],No EC number found,False,False,No EC number found
Q96FX7,['2.1.1.220'],No EC number found,False,False,No EC number found
Q4JSW2,['2.4.1.250'],No EC number found,False,False,No EC number found
Q9Y217,['3.1.3.-'],No EC number found,False,False,No EC number found
Q8KPR4,['4.1.1.48'],No EC number found,False,False,No EC number found
Q4J8X6,['5.3.1.24'],No EC number found,False,False,No EC number found
Q03EY1,['6.3.2.9'],No EC number found,False,False,No EC number found
Q9UHP3,['3.4.19.12'],No EC number found,False,False,No EC number found
O58010,['5.1.99.1'],No EC number found,False,False,No EC number found
Q5W271,['1.3.8.-'],No EC number found,False,False,No EC number found
Q7VBN8,['2.2.1.9'],No EC number found,False,False,No EC number found
Q8EVK0,['2.1.1.192'],No EC number found,False,False,No EC number found
Q54L40,['6.3.2.-'],No EC number found,False,False,No EC number found
Q5JHF1,['2.7.1.169'],No EC number found,False,False,No EC number found
B0TX95,['2.1.1.242'],No EC number found,False,False,No EC number found
Q2A406,['4.99.1.1'],No EC number found,False,False,No EC number found
P20594,['4.6.1.2'],No EC number found,False,False,No EC number found
W4VSJ0,['3.1.1.7'],3.1.1.-,False,True,3
Q8Y4A6,['2.7.1.39'],No EC number found,False,False,No EC number found
Q9LPD2,['3.1.-.-'],No EC number found,False,False,No EC number found
Q9RNP3,['1.4.3.5'],No EC number found,False,False,No EC number found
P72931,['3.6.5.-'],No EC number found,False,False,No EC number found
Q5BH34,['1.1.1.-'],No EC number found,False,False,No EC number found
Q8DKJ8,['2.3.2.6'],No EC number found,False,False,No EC number found
Q4WSF6,['2.7.11.24'],No EC number found,False,False,No EC number found
Q7VI69,['1.8.4.11'],No EC number found,False,False,No EC number found
Q8W593,['4.4.1.5'],No EC number found,False,False,No EC number found
Q8EQZ4,['3.1.26.4'],No EC number found,False,False,No EC number found
Q0TQZ9,['2.4.2.22'],No EC number found,False,False,No EC number found
Q7DMA9,['5.2.1.8'],No EC number found,False,False,No EC number found
A9WGE2,['4.1.3.46'],No EC number found,False,False,No EC number found
P38919,['3.6.4.13'],No EC number found,False,False,No EC number found
A3MYG3,['3.4.13.9'],No EC number found,False,False,No EC number found
A9AYA7,['2.8.1.13'],No EC number found,False,False,No EC number found
Q7V8X7,['4.2.1.10'],No EC number found,False,False,No EC number found
Q5RGQ2,['2.1.1.-'],No EC number found,False,False,No EC number found
C1GT79,['3.4.14.5'],No EC number found,False,False,No EC number found
Q8PK32,['4.3.2.1'],No EC number found,False,False,No EC number found
O60566,['2.7.11.1'],No EC number found,False,False,No EC number found
Q7PC69,['2.4.1.-'],No EC number found,False,False,No EC number found
B2KE80,['6.3.5.-'],No EC number found,False,False,No EC number found
B7IFS1,['3.6.1.27'],No EC number found,False,False,No EC number found
P0C2F6,['3.1.26.4'],No EC number found,False,False,No EC number found
B9LSK0,['2.7.2.3'],No EC number found,False,False,No EC number found
Q54EN4,['5.3.4.1'],5.3.4.1,True,True,5
Q97WJ0,['2.1.1.-'],No EC number found,False,False,No EC number found
Q8TUT7,['6.3.5.5'],No EC number found,False,False,No EC number found
Q63T07,['6.5.1.2'],No EC number found,False,False,No EC number found
Q9K107,['1.4.3.16'],No EC number found,False,False,No EC number found
P00392,['1.16.1.1'],No EC number found,False,False,No EC number found
Q6AJE5,['3.1.26.4'],No EC number found,False,False,No EC number found
Q9FGS4,['2.5.1.72'],No EC number found,False,False,No EC number found
Q42523,['6.4.1.4'],No EC number found,False,False,No EC number found
E7FI45,['6.2.1.13'],No EC number found,False,False,No EC number found
Q9WYR4,['4.2.2.22'],3.1.1.11,False,False,3
Q68WC5,['2.7.13.3'],2.7.13.3,True,True,2
C0QY98,['6.1.1.15'],No EC number found,False,False,No EC number found
A8MFE4,['2.7.4.25'],No EC number found,False,False,No EC number found
Q66656,['3.6.1.23'],3.6.1.23,True,True,3
Q8NN33,['1.1.1.37'],No EC number found,False,False,No EC number found
Q9Z7J1,['1.2.1.70'],1.2.1.70,True,True,1
Q8Z5I4,['2.7.7.33'],No EC number found,False,False,No EC number found
Q8L8W5,['5.2.1.8'],No EC number found,False,False,No EC number found
F4IFF3,['3.6.4.12'],No EC number found,False,False,No EC number found
Q9UTL3,['5.3.1.6'],No EC number found,False,False,No EC number found
P49740,['2.7.4.6'],No EC number found,False,False,No EC number found
Q7XEJ5,['1.13.11.54'],No EC number found,False,False,No EC number found
E0SPG5,['6.3.4.22'],6.3.4.22,True,True,6
Q88EH2,['4.2.1.96'],No EC number found,False,False,No EC number found
D5MP61,['3.2.1.32'],No EC number found,False,False,No EC number found
A6L1E7,['2.7.1.21'],No EC number found,False,False,No EC number found
A7ZN22,['2.4.1.15'],No EC number found,False,False,No EC number found
P58991,['2.7.4.1'],No EC number found,False,False,No EC number found
B0K9L0,['1.17.7.4'],No EC number found,False,False,No EC number found
Q10XA5,['4.-.-.-'],No EC number found,False,False,No EC number found
O61443,['2.7.11.24'],No EC number found,False,False,No EC number found
Q9FXB6,['3.1.1.-'],No EC number found,False,False,No EC number found
Q5SPD7,['1.5.1.2'],No EC number found,False,False,No EC number found
Q00568,['1.6.5.3'],No EC number found,False,False,No EC number found
Q59757,['4.1.1.31'],No EC number found,False,False,No EC number found
A9RY03,['4.2.1.93'],No EC number found,False,False,No EC number found
Q4JWD9,['2.3.1.181'],No EC number found,False,False,No EC number found
O24575,['4.1.1.50'],No EC number found,False,False,No EC number found
Q023Q5,['6.3.2.4'],No EC number found,False,False,No EC number found
A4VFI3,['1.3.3.3'],No EC number found,False,False,No EC number found
Q47884,['2.3.3.14'],No EC number found,False,False,No EC number found
Q86TM6,['2.3.2.27'],No EC number found,False,False,No EC number found
C0QGT5,['3.4.23.36'],No EC number found,False,False,No EC number found
Q98R09,['6.3.5.-'],No EC number found,False,False,No EC number found
Q60561,['1.17.4.1'],No EC number found,False,False,No EC number found
Q7VRB5,['3.6.1.54'],No EC number found,False,False,No EC number found
O53177,['3.-.-.-'],No EC number found,False,False,No EC number found
Q9H093,['2.7.11.1'],No EC number found,False,False,No EC number found
Q9I5Y1,['4.1.2.13'],No EC number found,False,False,No EC number found
Q9WZH8,['6.1.1.16'],No EC number found,False,False,No EC number found
Q4WB01,['1.-.-.-'],No EC number found,False,False,No EC number found
Q49136,['4.1.1.31'],No EC number found,False,False,No EC number found
Q8MS59,['1.2.1.n2'],No EC number found,False,False,No EC number found
Q196X6,['3.4.19.12'],3.4.19.12,True,True,3
P62641,['3.1.1.61'],No EC number found,False,False,No EC number found
Q7U2S5,['4.2.1.17'],No EC number found,False,False,No EC number found
Q54869,['6.1.1.19'],No EC number found,False,False,No EC number found
P00688,['3.2.1.1'],No EC number found,False,False,No EC number found
Q8IVL5,['1.14.11.7'],No EC number found,False,False,No EC number found
C1CVF4,['5.99.1.3'],No EC number found,False,False,No EC number found
Q5ZXE5,['6.3.4.19'],No EC number found,False,False,No EC number found
O59638,['2.1.1.86'],No EC number found,False,False,No EC number found
Q5ZZ80,['1.17.1.8'],No EC number found,False,False,No EC number found
Q9XEE9,['2.4.1.131'],No EC number found,False,False,No EC number found
Q7UG70,['5.3.1.16'],No EC number found,False,False,No EC number found
Q5QY57,['2.7.2.11'],No EC number found,False,False,No EC number found
Q89YR9,['4.2.2.8'],No EC number found,False,False,No EC number found
Q67KQ0,['3.5.1.-'],No EC number found,False,False,No EC number found
G5EFU0,['2.7.11.1'],No EC number found,False,False,No EC number found
Q0WQK2,['2.3.1.225'],No EC number found,False,False,No EC number found
P98060,['3.4.24.21'],No EC number found,False,False,No EC number found
O66780,['1.11.1.-'],No EC number found,False,False,No EC number found
Q05580,['2.3.2.27'],No EC number found,False,False,No EC number found
O51645,['2.7.7.3'],No EC number found,False,False,No EC number found
Q9NVE5,['3.4.19.12'],No EC number found,False,False,No EC number found
Q94JQ3,['2.1.2.1'],No EC number found,False,False,No EC number found
Q4A5G1,['5.2.1.8'],5.2.1.8,True,True,5
Q5V632,['4.1.3.27'],No EC number found,False,False,No EC number found
P17336,['1.11.1.6'],No EC number found,False,False,No EC number found
Q9FNP9,['2.3.1.64'],No EC number found,False,False,No EC number found
Q18JU9,['2.5.1.-'],No EC number found,False,False,No EC number found
P18417,['4.3.3.2'],No EC number found,False,False,No EC number found
Q54UQ2,['5.4.2.2'],No EC number found,False,False,No EC number found
Q8Y0K4,['4.1.99.22'],No EC number found,False,False,No EC number found
P40985,['2.3.2.26'],No EC number found,False,False,No EC number found
Q5L0S7,['2.7.7.6'],No EC number found,False,False,No EC number found
